CUST_ID,SEX,AGE,EDUCATION,INVESTMENT,INCOME,ACTIVITY,CHURN,YRLY_AMT,AVG_DAILY_TX,YRLY_TX,AVG_TX_AMT,NEGTWEETS,STATE,EDUCATION_GROUP,TwitterID,CHURN_LABEL
1009548610,F,45,3,102629,218754,1,1,49219.7,0.854795,312,157.755,9,NY,Master's degree,000000000000000000,true
1009552800,F,52,2,98662,218504,0,0,47113.3,0.835616,305,154.47,3,TX,Bachelors degree,000000000000000000,false
1009550440,F,82,3,116791,218143,4,0,46328.8,0.868493,317,146.148,2,TX,Master's degree,000000000000000000,false
1009537580,F,45,3,118337,217523,4,0,44847.4,0.8,292,153.587,3,WA,Master's degree,000000000000000000,false
1009525720,M,63,3,98252,217137,1,0,44610.3,0.808219,295,151.221,4,CA,Master's degree,000000000000000000,false
1009544570,F,31,2,115062,215873,1,1,46641.1,0.863014,315,148.067,5,TX,Bachelors degree,000000000000000000,true
1009577400,F,58,2,113824,214990,3,0,45199.8,0.816438,298,151.677,2,NY,Bachelors degree,000000000000000000,false
1009557990,F,52,3,99919,214301,0,1,44728.8,0.819178,299,149.595,5,CA,Master's degree,000000000000000000,true
1009565010,M,24,2,110159,212946,3,1,44177.7,0.816438,298,148.247,13,CT,Bachelors degree,000000000000000000,true
1009549290,M,42,3,91573,211756,1,0,44564,0.832877,304,146.592,2,NY,Master's degree,000000000000000000,false
1009567230,M,36,3,113045,210914,2,0,45758.2,0.857534,313,146.192,4,CT,Master's degree,000000000000000000,false
1009543750,F,79,2,103456,210672,2,0,43861.8,0.830137,303,144.758,2,NY,Bachelors degree,000000000000000000,false
1009538740,F,44,2,95507,209976,1,0,45357.4,0.827397,302,150.19,4,CA,Bachelors degree,000000000000000000,false
1009567540,M,63,2,106457,209723,2,0,43596.8,0.80274,293,148.795,3,TX,Bachelors degree,000000000000000000,false
1009547880,M,21,2,104698,209075,1,1,45375,0.857534,313,144.968,12,CT,Bachelors degree,000000000000000000,true
1009568370,M,52,2,81776,208877,3,0,42514.2,0.830137,303,140.311,3,CA,Bachelors degree,000000000000000000,false
1009557400,M,34,3,115868,208681,2,0,43190.3,0.794521,290,148.932,4,TX,Master's degree,000000000000000000,false
1009528820,F,60,2,80429,208334,2,1,43613.8,0.8,292,149.362,12,WA,Bachelors degree,000000000000000000,true
1009521410,F,45,3,114047,208174,5,0,42921.8,0.860274,314,136.694,3,WA,Master's degree,000000000000000000,false
1009557910,M,49,3,115627,204861,1,0,42268,0.8,292,144.753,4,CA,Master's degree,000000000000000000,false
1009559950,M,72,3,91621,204837,3,0,41461.6,0.810959,296,140.073,0,WA,Master's degree,000000000000000000,false
1009535840,M,51,3,71935,203900,1,0,42518.8,0.824658,301,141.258,3,WA,Master's degree,000000000000000000,false
1009575510,M,76,2,87387,203885,2,0,43891,0.821918,300,146.303,1,TX,Bachelors degree,000000000000000000,false
1009546170,M,53,2,80708,203161,2,0,42591.5,0.819178,299,142.447,3,NY,Bachelors degree,000000000000000000,false
1009540010,M,47,2,110196,202802,1,1,45596.9,0.860274,314,145.213,10,TX,Bachelors degree,000000000000000000,true
1009554470,M,42,2,96924,202599,2,0,44507.3,0.863014,315,141.293,2,WA,Bachelors degree,000000000000000000,false
1009564790,M,55,2,92481,202017,1,0,45244.9,0.854795,312,145.016,4,NY,Bachelors degree,000000000000000000,false
1009556610,M,30,2,99044,201652,2,1,41756.6,0.805479,294,142.029,7,CA,Bachelors degree,000000000000000000,true
1009579210,M,63,2,76941,200898,3,0,44219.4,0.863014,315,140.379,1,CT,Bachelors degree,000000000000000000,false
1009547190,F,82,2,94763,200795,1,0,43042.9,0.868493,317,135.782,1,NY,Bachelors degree,000000000000000000,false
1009547540,M,65,2,80058,200519,1,0,43386.7,0.808219,295,147.074,2,TX,Bachelors degree,000000000000000000,false
1009550400,M,74,3,96792,199469,5,0,40688.1,0.805479,294,138.395,2,PA,Master's degree,000000000000000000,false
1009549370,F,73,2,113029,198514,3,0,42138.4,0.830137,303,139.071,2,MI,Bachelors degree,000000000000000000,false
1009578310,M,39,3,116506,198421,4,0,43283.5,0.832877,304,142.38,3,ID,Master's degree,000000000000000000,false
1009527580,F,43,2,91917,195656,1,0,41397.9,0.80274,293,141.29,1,VT,Bachelors degree,000000000000000000,false
1009576390,F,33,2,85023,195287,2,0,41587.2,0.821918,300,138.624,4,AK,Bachelors degree,000000000000000000,false
1009527160,M,32,3,92072,194103,0,1,42163.2,0.79726,291,144.891,15,OR,Master's degree,000000000000000000,true
1009561800,M,65,3,94187,193726,0,1,42975.1,0.824658,301,142.775,9,PA,Master's degree,000000000000000000,true
1009535040,M,78,2,108755,191973,1,0,39143.5,0.8,292,134.053,3,NV,Bachelors degree,000000000000000000,false
1009526250,M,63,2,73936,191918,1,0,41613.1,0.865753,316,131.687,1,IN,Bachelors degree,000000000000000000,false
1009555590,M,49,3,95792,191806,1,0,40628.8,0.80274,293,138.665,1,OK,Master's degree,000000000000000000,false
1009573210,M,31,2,103541,190976,0,1,40849.9,0.824658,301,135.714,10,PA,Bachelors degree,000000000000000000,true
1009578570,M,48,3,84246,190756,3,0,40576.9,0.80274,293,138.488,2,DE,Master's degree,000000000000000000,false
1009555100,M,61,2,94958,190320,2,0,39507.4,0.791781,289,136.704,4,RI,Bachelors degree,000000000000000000,false
1009574700,F,62,3,114314,190135,3,1,40921.5,0.816438,298,137.32,14,MI,Master's degree,000000000000000000,true
1009561610,M,66,2,115055,190102,1,0,40375.7,0.832877,304,132.815,4,NV,Bachelors degree,000000000000000000,false
1009528920,M,28,3,100172,190094,1,0,42024.9,0.819178,299,140.551,3,NH,Master's degree,000000000000000000,false
1009571950,M,47,2,86323,188630,2,0,38591.4,0.827397,302,127.785995,6,IA,Bachelors degree,000000000000000000,false
1009570690,F,39,2,89391,188564,1,1,42604.3,0.849315,310,137.433,9,PA,Bachelors degree,000000000000000000,true
1009553300,M,62,2,80448,188244,5,0,38981.2,0.79726,291,133.956,2,NE,Bachelors degree,000000000000000000,false
1009559410,F,66,2,72111,188201,0,0,41271.9,0.816438,298,138.496,3,WY,Bachelors degree,000000000000000000,false
1009541880,F,65,2,96594,188112,2,1,42330.1,0.819178,299,141.572,9,MD,Bachelors degree,000000000000000000,true
1009547350,M,28,3,71260,187895,1,1,41483.9,0.857534,313,132.536,12,ID,Master's degree,000000000000000000,true
1009571110,F,26,3,93801,187695,0,1,40683.9,0.835616,305,133.39,7,ID,Master's degree,000000000000000000,true
1009535370,M,33,3,82835,186401,3,0,40451.8,0.846575,309,130.912,6,NV,Master's degree,000000000000000000,false
1009533260,M,60,3,89977,186268,2,0,40844.4,0.824658,301,135.696,2,TX,Master's degree,000000000000000000,false
1009527520,M,53,3,106045,185065,4,1,38817.8,0.794521,290,133.854,10,PA,Master's degree,000000000000000000,true
1009532570,F,45,2,73477,184791,2,0,42577.9,0.813699,297,143.36,3,IL,Bachelors degree,000000000000000000,false
1009550660,F,31,2,98503,184709,5,0,40366.6,0.863014,315,128.148,3,CO,Bachelors degree,000000000000000000,false
1009543110,M,78,2,111932,184238,1,0,40455.4,0.830137,303,133.516,4,FL,Bachelors degree,000000000000000000,false
1009565160,M,50,3,81035,183052,5,0,37113.4,0.794521,290,127.977005,3,CA,Master's degree,000000000000000000,false
1009552680,M,38,3,78510,181968,4,0,40228,0.857534,313,128.524,2,AL,Master's degree,000000000000000000,false
1009530140,M,29,3,103862,180815,1,0,38257.8,0.821918,300,127.526,4,NE,Master's degree,000000000000000000,false
1009564700,M,22,3,110672,180312,5,0,38269.5,0.786301,287,133.343,4,WA,Master's degree,000000000000000000,false
1009520920,M,22,2,104353,179889,1,1,39078.3,0.80274,293,133.373,13,ID,Bachelors degree,000000000000000000,true
1009562770,M,36,2,85548,178850,1,0,39628.3,0.819178,299,132.536,1,OH,Bachelors degree,000000000000000000,false
1009558940,M,38,3,92804,178838,1,1,37844.3,0.80274,293,129.161,6,ID,Master's degree,000000000000000000,true
1009580140,F,33,2,92907,178326,2,0,38386.3,0.808219,295,130.123,4,MA,Bachelors degree,000000000000000000,false
1009578560,F,55,2,78037,178142,1,0,38154.4,0.827397,302,126.339005,3,WY,Bachelors degree,000000000000000000,false
1009550140,M,33,2,98169,178109,1,1,39733.2,0.819178,299,132.887,9,WA,Bachelors degree,000000000000000000,true
1009561240,F,59,2,115228,177969,5,0,39096.5,0.824658,301,129.889,3,SC,Bachelors degree,000000000000000000,false
1009548520,M,41,2,82776,177542,2,1,39520.1,0.868493,317,124.66901,8,PA,Bachelors degree,000000000000000000,true
1009576960,M,34,2,103164,176704,3,0,36526.5,0.80274,293,124.664,5,NY,Bachelors degree,000000000000000000,false
1009528080,F,25,2,70531,176450,4,0,38603,0.794521,290,133.114,1,KS,Bachelors degree,000000000000000000,false
1009536120,F,34,2,117351,176366,2,0,40758.3,0.838356,306,133.197,0,WA,Bachelors degree,000000000000000000,false
1009530570,M,61,3,112146,176355,2,0,38928.1,0.865753,316,123.19,3,NE,Master's degree,000000000000000000,false
1009529950,M,30,2,86143,176189,2,1,39737.9,0.824658,301,132.02,9,MI,Bachelors degree,000000000000000000,true
1009559610,F,65,3,83765,176125,0,0,39998.1,0.79726,291,137.45,4,PA,Master's degree,000000000000000000,false
1009557770,M,39,2,91093,175670,3,0,36876.1,0.8,292,126.287994,3,KS,Bachelors degree,000000000000000000,false
1009535610,M,44,2,100678,175440,0,1,39313.5,0.824658,301,130.61,7,PA,Bachelors degree,000000000000000000,true
1009522850,F,47,3,81822,175066,2,0,37142.4,0.830137,303,122.582,3,MO,Master's degree,000000000000000000,false
1009564350,M,32,2,102495,174984,1,1,37669.1,0.8,292,129.004,13,ID,Bachelors degree,000000000000000000,true
1009571190,M,54,2,116335,174665,2,0,38207.7,0.824658,301,126.936005,2,GA,Bachelors degree,000000000000000000,false
1009561160,F,47,2,97202,174427,3,0,36154.4,0.79726,291,124.242004,4,VT,Bachelors degree,000000000000000000,false
1009559380,M,40,2,95517,174207,1,1,35703.4,0.816438,298,119.81,14,ID,Bachelors degree,000000000000000000,true
1009562840,M,25,2,90904,173282,5,1,37911.7,0.808219,295,128.514,6,MI,Bachelors degree,000000000000000000,true
1009545460,M,58,2,92800,172998,0,1,36853,0.80274,293,125.778,10,OR,Bachelors degree,000000000000000000,true
1009555500,F,29,2,105736,172740,1,0,38533.1,0.860274,314,122.716995,5,OH,Bachelors degree,000000000000000000,false
1009547660,F,58,2,77626,172318,4,0,39162.6,0.854795,312,125.520996,2,MD,Bachelors degree,000000000000000000,false
1009544710,M,62,2,89360,172173,1,0,37695,0.794521,290,129.983,2,VT,Bachelors degree,000000000000000000,false
1009578350,F,37,3,115615,171671,2,0,36560.6,0.816438,298,122.687,5,ME,Master's degree,000000000000000000,false
1009540730,M,68,3,76006,171654,4,0,35337.9,0.794521,290,121.854996,3,NV,Master's degree,000000000000000000,false
1009575270,F,83,3,79553,171451,1,0,36620.4,0.813699,297,123.300995,3,NJ,Master's degree,000000000000000000,false
1009528620,M,62,3,119243,171078,4,0,34843.3,0.791781,289,120.565,4,CA,Master's degree,000000000000000000,false
1009552590,M,27,2,111849,170822,0,0,37815.8,0.821918,300,126.05299,2,WY,Bachelors degree,000000000000000000,false
1009533070,F,69,3,73263,170790,2,0,36881.2,0.827397,302,122.123,3,MD,Master's degree,000000000000000000,false
1009523710,M,46,2,100504,170710,5,0,36598.3,0.827397,302,121.186005,3,RI,Bachelors degree,000000000000000000,false
1009578630,M,52,3,82081,170128,2,0,39186.4,0.830137,303,129.328,2,RI,Master's degree,000000000000000000,false
1009534700,M,41,2,79382,170049,1,1,36502.1,0.80274,293,124.58099,11,PA,Bachelors degree,000000000000000000,true
1009559180,M,21,2,91111,169965,2,1,36915.5,0.824658,301,122.643005,10,ND,Bachelors degree,000000000000000000,true
1009576400,F,57,2,118678,168756,1,0,36157.5,0.838356,306,118.162,3,AK,Bachelors degree,000000000000000000,false
1009570040,M,29,2,75357,168669,0,1,37187.8,0.821918,300,123.959,11,OR,Bachelors degree,000000000000000000,true
1009522880,M,51,2,100808,167502,0,0,39444,0.865753,316,124.823,3,ID,Bachelors degree,000000000000000000,false
1009523780,M,32,2,75582,167295,3,0,37459.2,0.860274,314,119.297,2,ID,Bachelors degree,000000000000000000,false
1009524740,F,75,2,106582,166701,0,0,38338,0.863014,315,121.70799,3,MT,Bachelors degree,000000000000000000,false
1009541850,F,35,3,79240,166662,5,0,40036.2,0.865753,316,126.69701,4,KS,Master's degree,000000000000000000,false
1009556850,M,53,3,88828,166633,3,0,37914.1,0.863014,315,120.362,3,NE,Master's degree,000000000000000000,false
1009532680,M,66,3,87879,165763,0,1,34844.4,0.805479,294,118.518005,3,CA,Master's degree,000000000000000000,true
1009546820,M,54,2,87130,165455,4,0,36666.8,0.821918,300,122.22301,3,KS,Bachelors degree,000000000000000000,false
1009525500,M,72,2,95530,163813,2,0,37523.1,0.821918,300,125.076996,4,FL,Bachelors degree,000000000000000000,false
1009544810,M,33,3,110010,163337,2,0,36516.9,0.827397,302,120.91701,5,WA,Master's degree,000000000000000000,false
1009578190,M,59,2,116599,161497,4,0,33915.1,0.80274,293,115.75101,3,AR,Bachelors degree,000000000000000000,false
1009550160,F,33,3,106164,161436,3,0,35416.7,0.824658,301,117.662994,4,TN,Master's degree,000000000000000000,false
1009574970,M,28,3,113262,160991,1,1,37587.6,0.857534,313,120.088,9,ND,Master's degree,000000000000000000,true
1009577300,M,51,3,107761,159206,2,1,36673.8,0.863014,315,116.425,5,MD,Master's degree,000000000000000000,true
1009571380,M,54,2,72682,158433,2,0,34691,0.805479,294,117.996994,2,MI,Bachelors degree,000000000000000000,false
1009562220,F,56,3,109225,158020,2,0,36596.8,0.832877,304,120.384,3,NV,Master's degree,000000000000000000,false
1009546890,M,41,3,97984,157569,0,0,33532.8,0.80274,293,114.446,3,IL,Master's degree,000000000000000000,false
1009545780,F,50,3,72264,157470,0,0,35285.9,0.841096,307,114.938,4,IN,Master's degree,000000000000000000,false
1009540700,F,39,3,116185,156790,2,0,33515.8,0.832877,304,110.24899,3,ID,Master's degree,000000000000000000,false
1009554750,F,61,3,88762,154649,5,0,35705.3,0.830137,303,117.839005,4,OR,Master's degree,000000000000000000,false
1009544540,F,52,3,117451,154452,5,0,36391.4,0.860274,314,115.895996,3,VT,Master's degree,000000000000000000,false
1009565040,M,45,3,99673,153724,1,1,35577.4,0.863014,315,112.944,10,ID,Master's degree,000000000000000000,true
1009567990,F,65,2,105345,153679,3,0,34519.3,0.849315,310,111.353,3,KS,Bachelors degree,000000000000000000,false
1009551090,M,43,2,72749,153603,2,1,33051,0.8,292,113.188,10,WA,Bachelors degree,000000000000000000,true
1009576280,M,38,3,106137,153220,2,0,32575.2,0.791781,289,112.716995,3,CO,Master's degree,000000000000000000,false
1009559030,F,37,3,104658,152522,4,1,34361.3,0.827397,302,113.77901,11,MD,Master's degree,000000000000000000,true
1009574180,F,45,2,89843,152399,2,0,34121.9,0.808219,295,115.66701,1,AR,Bachelors degree,000000000000000000,false
1009556480,M,36,3,96676,152107,5,0,35167.5,0.819178,299,117.617004,5,NE,Master's degree,000000000000000000,false
1009545790,F,63,3,73342,151110,2,0,34647.4,0.821918,300,115.491,4,WV,Master's degree,000000000000000000,false
1009524240,F,80,2,96975,150910,1,0,34690.9,0.816438,298,116.412,5,PA,Bachelors degree,000000000000000000,false
1009552350,F,36,3,84862,149794,3,0,35169,0.786301,287,122.53999,2,CA,Master's degree,000000000000000000,false
1009544970,F,42,3,111984,149500,0,1,32444.102,0.745205,272,119.28,6,OR,Master's degree,000000000000000000,true
1009528000,F,40,2,103505,148588,1,1,33491.1,0.745205,272,123.129,3,OR,Bachelors degree,000000000000000000,true
1009569840,F,29,2,94620,147983,5,0,33310.7,0.753425,275,121.130005,2,WI,Bachelors degree,000000000000000000,false
1009525890,F,33,3,108146,147931,0,1,33356.8,0.758904,277,120.422,12,WA,Master's degree,000000000000000000,true
1009529220,M,53,2,101939,147098,2,0,33364,0.753425,275,121.324005,1,SC,Bachelors degree,000000000000000000,false
1009550250,M,71,2,82040,147074,2,0,34607.3,0.80274,293,118.114,3,IA,Bachelors degree,000000000000000000,false
1009559910,M,39,2,82526,146756,2,1,32687.7,0.742466,271,120.619,13,MI,Bachelors degree,000000000000000000,true
1009559900,M,51,2,118336,146756,0,1,31571.898,0.750685,274,115.226,5,MI,Bachelors degree,000000000000000000,true
1009558790,F,44,2,101490,146203,1,1,33304.1,0.758904,277,120.231995,7,ID,Bachelors degree,000000000000000000,true
1009551160,M,33,2,101525,146185,4,0,34544.8,0.783562,286,120.785995,3,WI,Bachelors degree,000000000000000000,false
1009566750,M,47,3,88332,144993,1,0,33302,0.778082,284,117.259995,3,KY,Master's degree,000000000000000000,false
1009549110,M,34,3,71166,144920,1,1,33724,0.758904,277,121.746994,9,MI,Master's degree,000000000000000000,true
1009567330,M,37,3,95041,144546,1,1,33423.4,0.794521,290,115.253006,17,OR,Master's degree,000000000000000000,true
1009574680,F,30,2,103015,144313,0,0,33171.6,0.780822,285,116.39101,4,MT,Bachelors degree,000000000000000000,false
1009525080,F,76,2,77526,143463,2,0,32404.102,0.756164,276,117.406006,4,TN,Bachelors degree,000000000000000000,false
1009554480,F,42,3,100400,142690,3,0,31364.5,0.758904,277,113.229004,3,SC,Master's degree,000000000000000000,false
1009579380,F,38,3,107473,142299,4,0,30867.7,0.758904,277,111.436005,2,CT,Master's degree,000000000000000000,false
1009575400,M,57,3,108056,141986,3,0,32568.2,0.769863,281,115.901,2,SC,Master's degree,000000000000000000,false
1009539060,M,69,2,90735,140714,5,0,31763.602,0.758904,277,114.67,3,ME,Bachelors degree,000000000000000000,false
1009525620,M,70,3,99043,140478,3,0,30982.8,0.753425,275,112.66499,3,DC,Master's degree,000000000000000000,false
1009529360,F,29,2,78766,138856,2,1,32450.398,0.794521,290,111.897995,8,MI,Bachelors degree,000000000000000000,true
1009567120,F,22,2,90719,138688,4,0,31246.3,0.753425,275,113.623,4,VA,Bachelors degree,000000000000000000,false
1009524970,M,36,2,87882,137992,3,0,31750.102,0.767123,280,113.393005,4,NJ,Bachelors degree,000000000000000000,false
1009559560,M,45,2,94111,137942,2,0,31989.398,0.791781,289,110.69,3,MA,Bachelors degree,000000000000000000,false
1009521480,M,46,2,93613,137448,4,0,31414.8,0.761644,278,113.003006,1,AZ,Bachelors degree,000000000000000000,false
1009578000,F,23,2,107138,137245,2,1,30977.8,0.745205,272,113.88901,9,MI,Bachelors degree,000000000000000000,true
1009538410,M,60,3,76318,135779,2,0,30405.898,0.764384,279,108.981995,4,IA,Master's degree,000000000000000000,false
1009527080,M,25,3,95050,135761,5,0,32437.3,0.794521,290,111.853,3,ME,Master's degree,000000000000000000,false
1009542110,M,53,2,104298,135429,4,0,32245.602,0.8,292,110.42999,3,DE,Bachelors degree,000000000000000000,false
1009578080,M,41,3,75835,134858,1,0,31359.5,0.745205,272,115.29201,1,CO,Master's degree,000000000000000000,false
1009539040,F,25,2,104698,134617,2,0,29578,0.750685,274,107.949005,3,ND,Bachelors degree,000000000000000000,false
1009550370,F,51,2,104866,134128,3,0,30309,0.761644,278,109.024994,5,WY,Bachelors degree,000000000000000000,false
1009527970,F,44,2,98406,133982,0,0,31141.5,0.753425,275,113.242004,4,FL,Bachelors degree,000000000000000000,false
1009529240,F,62,2,108025,133824,4,1,31844.3,0.79726,291,109.42999,3,CA,Bachelors degree,000000000000000000,true
1009524390,F,32,3,106544,133772,2,1,30418.398,0.764384,279,109.026,13,OR,Master's degree,000000000000000000,true
1009560280,M,80,2,97842,133351,4,0,31054.102,0.80274,293,105.987,2,NY,Bachelors degree,000000000000000000,false
1009555290,M,63,2,82790,132935,2,0,29682.2,0.764384,279,106.388,2,ID,Bachelors degree,000000000000000000,false
1009530480,M,47,2,96142,132679,1,1,29889.102,0.747945,273,109.48399,7,MI,Bachelors degree,000000000000000000,true
1009528090,F,44,3,117528,132410,3,0,30685.602,0.756164,276,111.17999,2,ME,Master's degree,000000000000000000,false
1009530440,M,39,3,94325,132362,5,0,30076.898,0.745205,272,110.576996,5,OK,Master's degree,000000000000000000,false
1009550500,F,27,2,117944,132267,1,1,29325.8,0.783562,286,102.537994,15,MD,Bachelors degree,000000000000000000,true
1009545900,M,28,2,114239,132196,5,0,30508.898,0.756164,276,110.53999,4,NY,Bachelors degree,000000000000000000,false
1009566700,F,58,2,87360,132177,3,0,30278.2,0.756164,276,109.703995,4,WA,Bachelors degree,000000000000000000,false
1009577080,F,31,2,119927,132147,3,1,31013.602,0.8,292,106.211,11,MI,Bachelors degree,000000000000000000,true
1009539980,M,56,2,75351,131820,2,0,30791.898,0.80274,293,105.091995,3,IA,Bachelors degree,000000000000000000,false
1009573780,F,52,2,107209,131739,0,0,30885.398,0.786301,287,107.615005,2,NY,Bachelors degree,000000000000000000,false
1009550980,F,45,2,77831,131451,5,0,29350.3,0.764384,279,105.198,4,RI,Bachelors degree,000000000000000000,false
1009540320,F,52,3,108062,131075,2,0,30383.5,0.786301,287,105.866,2,PA,Master's degree,000000000000000000,false
1009557540,F,62,3,95893,130688,1,0,29227.2,0.747945,273,107.059006,2,TX,Master's degree,822549277050335000,false
1009560430,F,54,2,78838,130568,1,0,28764.898,0.739726,270,106.537,2,RI,Bachelors degree,000000000000000000,false
1009529700,F,48,2,109872,130237,3,1,30130.2,0.761644,278,108.382,8,OR,Bachelors degree,000000000000000000,true
1009542180,M,75,2,83117,130150,0,0,30088.398,0.758904,277,108.621994,2,NV,Bachelors degree,000000000000000000,false
1009567250,F,44,3,88994,129889,2,0,31138.102,0.79726,291,107.004,2,TX,Master's degree,000000000000000000,false
1009571220,F,74,2,107045,129883,1,0,30561.7,0.775342,283,107.992004,2,GA,Bachelors degree,000000000000000000,false
1009531310,F,23,3,81076,129397,2,0,29247.3,0.747945,273,107.132996,3,DE,Master's degree,000000000000000000,false
1009558090,M,73,2,75204,129384,1,0,29261.8,0.758904,277,105.638,2,SD,Bachelors degree,000000000000000000,false
1009540800,M,35,2,85928,129285,3,0,29702,0.764384,279,106.459,3,PA,Bachelors degree,000000000000000000,false
1009520390,M,31,2,111192,129276,2,0,31141.102,0.79726,291,107.01401,2,MS,Bachelors degree,000000000000000000,false
1009546340,F,36,3,110018,129128,2,0,30689.898,0.8,292,105.102005,2,MT,Master's degree,000000000000000000,false
1009539800,F,40,3,87268,129071,0,1,29356.602,0.750685,274,107.14101,10,MD,Master's degree,000000000000000000,true
1009571040,M,69,2,88339,128961,1,1,29564.602,0.750685,274,107.899994,3,MD,Bachelors degree,000000000000000000,true
1009522340,M,37,3,96781,128606,2,0,29627.398,0.767123,280,105.812,2,VT,Master's degree,000000000000000000,false
1009523000,M,31,3,99859,128021,2,1,29421,0.753425,275,106.985,13,ID,Master's degree,000000000000000000,true
1009565180,M,64,2,90589,128021,2,0,28521.5,0.747945,273,104.474,3,WI,Bachelors degree,000000000000000000,false
1009572850,M,24,2,117746,127814,1,1,29691.7,0.756164,276,107.578995,4,ND,Bachelors degree,000000000000000000,true
